Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
17388	17389	b3325	b3326	yheF	gspE	TRUE	0.999	10.000	0.776	0.003	Y	0.653
17389	17390	b3326	b3327	gspE	gspF	TRUE	0.998	-3.000	0.653	0.003	Y	0.573
17390	17391	b3327	b3328	gspF	gspG	TRUE	0.998	10.000	0.599	0.003	Y	0.510
17391	17392	b3328	b3329	gspG	gspH	TRUE	0.997	8.000	0.425	0.003	Y	0.521
17392	17393	b3329	b3330	gspH	yheH	TRUE	0.994	-3.000	0.605	0.003		0.468
17393	17394	b3330	b3331	yheH	gspJ	TRUE	0.965	-7.000	0.569	0.003		0.176
17394	17395	b3331	b3332	gspJ	gspK	TRUE	0.963	-7.000	0.461	1.000	Y	0.056
17395	17396	b3332	b3333	gspK	yheK	TRUE	0.997	15.000	0.537	0.074	Y	0.642
17396	17397	b3333	b3334	yheK	pshM	TRUE	0.993	-3.000	0.811	1.000		0.518
17397	17398	b3334	b3335	pshM	gspO	TRUE	0.916	0.000	0.000	1.000		0.373
17399	17400	b3336	b3337	bfr	bfd	FALSE	0.297	72.000	0.033	NA	Y	0.085
17400	17401	b3337	b3338	bfd	chiA	FALSE	0.004	169.000	0.000	NA		0.027
17401	17402	b3338	b3339	chiA	tufA	FALSE	0.002	292.000	0.000	1.000		0.108
17402	17403	b3339	b3340	tufA	fusA	TRUE	0.976	71.000	0.400	0.001	Y	0.895
17403	17404	b3340	b3341	fusA	rpsG	TRUE	0.994	28.000	0.579	1.000	Y	0.914
17404	17405	b3341	b3342	rpsG	rpsL	TRUE	0.972	97.000	0.620	0.002	Y	0.929
17405	17406	b3342	b3343	rpsL	yheL	FALSE	0.286	126.000	0.058	NA	N	0.434
17406	17407	b3343	b3344	yheL	yheM	TRUE	0.998	8.000	0.804	NA	Y	0.596
17407	17408	b3344	b3345	yheM	yheN	TRUE	0.998	0.000	0.790	NA	Y	0.579
17408	17409	b3345	b3346	yheN	yheO	TRUE	0.988	0.000	0.220	NA		0.594
17409	17410	b3346	b3347	yheO	fkpA	FALSE	0.441	167.000	0.310	NA		0.469
17412	1936994	b3349	b4551	slyD	yheV	TRUE	0.762	95.000	0.370	NA		0.581
1936994	17413	b4551	b3350	yheV	kefB	TRUE	0.990	10.000	0.400	NA		0.567
17413	17414	b3350	b3351	kefB	kefG	TRUE	0.990	0.000	0.927	1.000		0.379
17415	17416	b3352	b3353	yheS	yheT	TRUE	0.948	0.000	0.016	NA		0.443
17416	17417	b3353	b3354	yheT	yheU	TRUE	0.801	-6.000	0.222	NA		0.169
17417	17418	b3354	b3355	yheU	prkB	FALSE	0.347	54.000	0.303	NA		0.072
17420	17421	b3357	b3358	crp	yhfK	FALSE	0.399	39.000	0.111	1.000		0.208
17422	17423	b3359	b3360	argD	pabA	FALSE	0.274	86.000	0.088	1.000	Y	-0.103
17423	17424	b3360	b3361	pabA	fic	TRUE	0.681	32.000	0.008	1.000	N	0.388
17424	17425	b3361	b3362	fic	yhfG	TRUE	0.975	-10.000	0.000	NA		0.881
17425	17426	b3362	b3363	yhfG	ppiA	FALSE	0.140	105.000	0.364	NA		-0.211
17427	17428	b3364	b3365	tsgA	nirB	FALSE	0.002	262.000	0.000	1.000	N	0.006
17428	17429	b3365	b3366	nirB	nirD	TRUE	0.998	-3.000	0.829	0.000	N	0.752
17429	1936996	b3366	b3367	nirD	nirC	TRUE	0.851	126.000	0.283	1.000	Y	0.629
1936996	17431	b3367	b3368	nirC	cysG	TRUE	0.908	19.000	0.000	1.000	N	0.458
17431	17432	b3368	b3369	cysG	yhfL	FALSE	0.002	247.000	0.000	NA		0.087
17432	17433	b3369	b3370	yhfL	yhfM	FALSE	0.001	295.000	0.000	NA		0.182
17433	17434	b3370	b3371	yhfM	yhfN	TRUE	0.960	21.000	0.375	1.000	N	0.449
17434	1936999	b3371	b4474	yhfN	frlC	TRUE	0.937	50.000	0.600	NA	N	0.553
1936999	17437	b4474	b3374	frlC	frlD	TRUE	0.995	-3.000	0.200	NA	Y	0.738
17437	17438	b3374	b3375	frlD	yhfR	FALSE	0.096	100.000	0.267	NA	N	0.021
17439	17440	b3376	b3377	yhfS	yhfT	TRUE	0.979	12.000	0.185	1.000		0.541
17440	17441	b3377	b3378	yhfT	yhfU	TRUE	0.955	12.000	0.828	1.000		0.072
17441	17442	b3378	b3379	yhfU	php	TRUE	0.937	11.000	0.312	1.000		0.264
17442	17443	b3379	b3380	php	yhfW	FALSE	0.274	-3.000	0.094	1.000		0.096
17443	17444	b3380	b3381	yhfW	yhfX	TRUE	0.993	0.000	0.625	NA	N	0.515
17444	17445	b3381	b3382	yhfX	yhfY	TRUE	0.680	84.000	0.233	NA		0.518
17445	1937003	b3382	b3383	yhfY	yhfZ	TRUE	0.984	17.000	0.562	NA		0.525
1937003	17447	b3383	b3384	yhfZ	trpS	FALSE	0.002	290.000	0.004	NA		-0.267
17447	17448	b3384	b3385	trpS	gph	TRUE	0.982	-7.000	0.118	1.000		0.744
17448	17449	b3385	b3386	gph	rpe	TRUE	0.984	-7.000	0.120	1.000		0.829
17449	17450	b3386	b3387	rpe	dam	TRUE	0.959	18.000	0.040	1.000	N	0.618
17450	17451	b3387	b3388	dam	damX	TRUE	0.688	107.000	0.234	NA		0.603
17451	17452	b3388	b3389	damX	aroB	TRUE	0.650	92.000	0.022	NA		0.724
17452	1937004	b3389	b3390	aroB	aroK	TRUE	0.956	57.000	0.208	1.000	Y	0.754
1937004	17454	b3390	b3391	aroK	hofQ	FALSE	0.019	401.000	0.319	1.000	N	-0.228
17454	17455	b3391	b3392	hofQ	yrfA	TRUE	0.873	-88.000	0.072	NA		0.427
17455	17456	b3392	b3393	yrfA	yrfB	TRUE	0.976	-10.000	0.444	NA		0.473
17456	17457	b3393	b3394	yrfB	yrfC	TRUE	0.959	-16.000	0.348	NA		0.437
17457	17458	b3394	b3395	yrfC	yrfD	TRUE	0.980	0.000	0.870	NA		0.247
17461	17462	b3398	b3399	yrfF	yrfG	FALSE	0.077	65.000	0.122	1.000		0.107
17462	17463	b3399	b3400	yrfG	hslR	TRUE	0.981	11.000	0.056	1.000		0.667
17463	17464	b3400	b3401	hslR	yrfI	TRUE	0.971	25.000	0.140	1.000	N	0.848
17467	17468	b3404	b3405	envZ	ompR	TRUE	0.993	-3.000	0.584	1.000	Y	0.388
1937010	17470	b3406	b3407	greB	yhgF	FALSE	0.301	97.000	0.123	1.000	Y	0.010
17470	17471	b3407	b3408	yhgF	feoA	FALSE	0.001	457.000	0.000	1.000	N	0.088
17471	17472	b3408	b3409	feoA	feoB	TRUE	0.992	17.000	0.177	1.000	Y	0.751
17472	17473	b3409	b3410	feoB	yhgG	TRUE	0.990	0.000	0.455	NA		0.498
17473	17474	b3410	b3411	yhgG	yhgA	FALSE	0.047	203.000	0.000	NA		0.316
17476	17477	b3413	b3414	yhgH	gntY	FALSE	0.222	59.000	0.066	1.000		0.253
17477	1937013	b3414	b3415	gntY	gntT	FALSE	0.001	360.000	0.000	1.000		-0.111
17479	1937014	b3416	b3417	malQ	malP	TRUE	0.997	10.000	0.137	0.017	Y	0.814
1937015	17483	b4475	b3421	rtcA	rtcB	TRUE	0.940	4.000	0.081	NA		0.401
17485	1937016	b3423	b3424	glpR	glpG	TRUE	0.978	17.000	0.190	1.000		0.637
1937016	17487	b3424	b3425	glpG	glpE	TRUE	0.954	45.000	0.405	1.000		0.688
17489	17490	b3427	b3428	yzgL	glgP	FALSE	0.006	129.000	0.000	NA		0.079
17490	17491	b3428	b3429	glgP	glgA	TRUE	0.992	19.000	0.228	1.000	Y	0.728
17491	17492	b3429	b3430	glgA	glgC	TRUE	0.998	0.000	0.307	1.000	Y	0.846
17492	17493	b3430	b3431	glgC	glgX	TRUE	0.993	18.000	0.228	1.000	Y	0.823
17493	17494	b3431	b3432	glgX	glgB	TRUE	0.996	-3.000	0.020	0.003	Y	0.804
17494	17495	b3432	b3433	glgB	asd	FALSE	0.225	273.000	0.000	1.000	N	0.600
1937018	17498	b4476	b3437	gntU	gntK	TRUE	0.994	4.000	0.000	1.000	Y	0.694
17498	1937020	b3437	b3438	gntK	gntR	FALSE	0.005	139.000	0.000	1.000	N	0.047
1937020	17500	b3438	b3439	gntR	yhhW	FALSE	0.002	224.000	0.000	NA		0.088
17500	17501	b3439	b3440	yhhW	yhhX	FALSE	0.494	123.000	0.400	NA		0.403
17501	1937021	b3440	b4451	yhhX	ryhB	FALSE	0.070	122.000	0.000	NA		0.281
17502	17503	b3441	b3442	yhhY	yhhZ	FALSE	0.002	237.000	0.000	1.000		0.172
17503	17504	b3442	b3443	yhhZ	yrhA	TRUE	0.974	-3.000	0.000	NA		0.596
17504	17505	b3443	b3444	yrhA	insA-6	FALSE	0.014	65.000	0.000	NA		-0.058
17505	17506	b3444	b3445	insA-6	insB-6	TRUE	0.988	-81.000	0.000	0.011	Y	0.660
17506	3446212	b3445	b4612	insB-6	yrhD	FALSE	0.046	224.000	0.000	NA		NA
3446212	17507	b4612	b3446	yrhD	yrhB	FALSE	0.063	200.000	0.000	NA		0.342
17510	17511	b3449	b3450	ugpQ	ugpC	TRUE	0.982	-3.000	0.080	1.000	N	0.636
17511	17512	b3450	b3451	ugpC	ugpE	TRUE	0.998	2.000	0.272	0.050	Y	0.708
17512	17513	b3451	b3452	ugpE	ugpA	TRUE	0.997	-3.000	0.306	0.050	Y	0.684
17513	17514	b3452	b3453	ugpA	ugpB	TRUE	0.963	98.000	0.793	0.050	Y	0.665
17514	17515	b3453	b3454	ugpB	livF	FALSE	0.001	399.000	0.000	1.000	N	-0.167
17515	17516	b3454	b3455	livF	livG	TRUE	0.999	2.000	0.967	0.012	Y	0.659
17516	17517	b3455	b3456	livG	livM	TRUE	0.997	-3.000	0.574	1.000	Y	0.605
17517	17518	b3456	b3457	livM	livH	TRUE	0.999	-3.000	0.574	0.050	Y	0.710
17518	17519	b3457	b3458	livH	livK	TRUE	0.960	48.000	0.217	1.000	Y	0.603
1937025	17522	b3460	b3461	livJ	rpoH	FALSE	0.002	271.000	0.000	1.000	N	-0.176
17522	17523	b3461	b3462	rpoH	ftsX	FALSE	0.002	245.000	0.051	1.000	N	0.126
17523	17524	b3462	b3463	ftsX	ftsE	TRUE	0.989	-7.000	0.121	1.000	Y	0.591
17524	17525	b3463	b3464	ftsE	ftsY	TRUE	0.991	3.000	0.117	0.072	N	0.640
17526	17527	b3465	b3466	yhhF	yhhL	TRUE	0.786	-10.000	0.063	NA		0.329
17529	17530	b3468	b3469	yhhN	zntA	FALSE	0.391	74.000	0.325	0.073		0.060
17532	17533	b3471	b3472	yhhQ	b3472	FALSE	0.211	73.000	0.066	NA		0.309
17535	17536	b3474	b3475	yhhT	acpT	FALSE	0.256	55.000	0.300	NA		-0.091
17536	17537	b3475	b3476	acpT	nikA	FALSE	0.006	111.000	0.000	1.000	N	-0.092
17537	17538	b3476	b3477	nikA	nikB	TRUE	0.999	0.000	0.833	0.059	Y	0.658
17538	17539	b3477	b3478	nikB	nikC	TRUE	0.999	-3.000	0.629	0.001	Y	0.688
17539	17540	b3478	b3479	nikC	nikD	TRUE	0.997	0.000	0.409	1.000	Y	0.606
17540	17541	b3479	b3480	nikD	nikE	TRUE	0.992	-3.000	0.290	0.072	Y	0.421
17541	17542	b3480	b3481	nikE	nikR	TRUE	0.904	6.000	0.031	1.000	N	0.372
17542	1937029	b3481	b3482	nikR	rhsB	FALSE	0.003	203.000	0.000	NA	N	0.015
1937029	17544	b3482	b3483	rhsB	yhhH	FALSE	0.307	-28.000	0.000	NA		0.225
17544	1937031	b3483	b4552	yhhH	yrhC	TRUE	0.594	105.000	0.000	NA		0.661
1937031	17545	b4552	b3484	yrhC	yhhI	FALSE	0.100	141.000	0.000	NA		NA
17546	1937033	b3485	b3486	yhhJ	rbbA	TRUE	0.997	0.000	0.500	0.004		0.725
1937033	17548	b3486	b3487	rbbA	yhiI	TRUE	0.980	-3.000	0.049	0.084		0.541
17548	17549	b3487	b3488	yhiI	yhiJ	FALSE	0.001	366.000	0.000	NA		-0.012
17549	3446214	b3488	b4660	yhiJ	yhiL	FALSE	0.268	262.000	0.000	NA		0.679
17556	17557	b3495	b3496	uspA	yhiP	FALSE	0.001	317.000	0.000	1.000	N	0.086
17558	17559	b3497	b3498	yhiQ	prlC	TRUE	0.832	8.000	0.098	NA		0.260
17560	17561	b3499	b3500	yhiR	gor	FALSE	0.550	72.000	0.100	1.000		0.441
17562	17563	b3501	b3502	arsR	arsB	TRUE	0.738	54.000	0.000	1.000	N	0.514
17563	17564	b3502	b3503	arsB	arsC	TRUE	0.965	13.000	0.000	1.000	Y	0.383
17564	17565	b3503	b3504	arsC	yhiS	FALSE	0.087	629.000	0.000	NA		0.509
17567	17568	b3506	b3507	slp	dctR	FALSE	0.532	156.000	0.000	1.000	N	0.812
17569	17570	b3508	b3509	yhiD	hdeB	TRUE	0.783	64.000	0.000	NA		0.731
17570	17571	b3509	b3510	hdeB	hdeA	TRUE	0.650	116.000	0.000	NA		0.937
17572	17573	b3511	b3512	hdeD	GadE	FALSE	0.187	799.000	0.000	NA		0.851
17573	17574	b3512	b3513	GadE	mdtE	FALSE	0.242	339.000	0.000	1.000		0.747
17574	17575	b3513	b3514	mdtE	mdtF	TRUE	0.954	25.000	0.000	1.000	N	0.743
17577	17578	b3516	b3517	gadX	gadA	FALSE	0.216	370.000	0.000	1.000	N	0.736
17578	17579	b3517	b3518	gadA	yhjA	FALSE	0.089	211.000	0.000	1.000	N	0.383
17582	17583	b3521	b3522	yhjC	yhjD	FALSE	0.233	49.000	0.098	1.000		0.184
17583	17584	b3522	b3523	yhjD	yhjE	FALSE	0.001	411.000	0.000	1.000		-0.085
17585	17586	b3524	b3525	yhjG	yhjH	FALSE	0.040	70.000	0.000	NA	N	0.226
17588	17589	b3527	b3528	yhjJ	dctA	FALSE	0.015	221.000	0.088	1.000		0.164
17589	17590	b3528	b3529	dctA	yhjK	FALSE	0.112	183.000	0.229	0.083	N	0.104
17590	1937043	b3529	b3530	yhjK	bcsC	FALSE	0.260	82.000	0.088	1.000	N	0.332
1937043	17592	b3530	b3531	bcsC	bcsZ	TRUE	0.959	-18.000	0.263	1.000	N	0.466
17592	17593	b3531	b3532	bcsZ	bcsB	TRUE	0.917	7.000	0.000	1.000		0.380
17593	17594	b3532	b3533	bcsB	yhjO	TRUE	0.985	11.000	0.000	0.001		0.559
17594	17595	b3533	b3534	yhjO	yhjQ	TRUE	0.880	-3.000	0.000	NA		0.368
17595	17596	b3534	b3535	yhjQ	yhjR	TRUE	0.960	12.000	0.000	NA		0.522
17597	17598	b3536	b3537	bcsE	yhjT	TRUE	0.981	-3.000	0.000	NA		0.705
17598	17599	b3537	b3538	yhjT	bcsG	TRUE	0.957	-3.000	0.000	NA		0.485
1937047	17600	b4454	b3539	rdlD	yhjV	FALSE	0.006	362.000	0.000	NA		0.234
17601	17602	b3540	b3541	dppF	dppD	TRUE	0.999	-3.000	0.500	0.002	Y	0.895
17602	17603	b3541	b3542	dppD	dppC	TRUE	0.998	11.000	0.560	1.000	Y	0.827
17603	17604	b3542	b3543	dppC	dppB	TRUE	0.999	10.000	0.779	0.050	Y	0.791
17604	17605	b3543	b3544	dppB	dppA	FALSE	0.563	308.000	0.087	0.050	Y	0.643
17605	1937048	b3544	b3545	dppA	proK	FALSE	0.001	911.000	0.000	NA		-0.254
1937048	17606	b3545	b3546	proK	yhjW	FALSE	0.008	92.000	0.000	NA		-0.066
17606	17607	b3546	b3547	yhjW	yhjX	FALSE	0.017	324.000	0.000	0.073		0.151
17607	17608	b3547	b3548	yhjX	yhjY	FALSE	0.025	229.000	0.000	1.000	N	0.271
17609	17610	b3549	b3550	tag	yiaC	TRUE	0.962	-3.000	0.028	1.000		0.497
1937052	17613	b3552	b3553	yiaD	yiaE	FALSE	0.024	104.000	0.000	1.000	N	0.205
17615	17616	b3555	b3556	yiaG	cspA	FALSE	0.043	281.000	0.000	1.000	Y	-0.278
1937055	3446217	b4455	b4647	hokA	mokA	TRUE	0.683	-152.000	0.000	NA		NA
17618	17619	b3557	b3558	insJ	insK	TRUE	0.997	-3.000	0.571	1.000	Y	0.615
17619	3446219	b3558	b4614	insK	sokA	TRUE	0.911	27.000	0.000	NA		0.555
17620	17621	b3559	b3560	glyS	glyQ	TRUE	0.999	10.000	0.651	0.000	Y	0.732
17621	1937056	b3560	b4553	glyQ	ysaB	FALSE	0.008	95.000	0.010	NA		-0.205
17623	17624	b3562	b3563	yiaA	yiaB	TRUE	0.788	46.000	0.032	NA		0.519
17624	17625	b3563	b3564	yiaB	xylB	FALSE	0.031	169.000	0.143	NA		0.148
17625	17626	b3564	b3565	xylB	xylA	TRUE	0.683	72.000	0.034	1.000	Y	0.410
17627	17628	b3566	b3567	xylF	xylG	TRUE	0.941	78.000	0.518	NA	Y	0.647
17628	17629	b3567	b3568	xylG	xylH	TRUE	0.992	-22.000	0.469	1.000	Y	0.538
17629	17630	b3568	b3569	xylH	xylR	FALSE	0.348	78.000	0.146	1.000	N	0.337
17632	1937060	b3571	b3572	malS	avtA	FALSE	0.003	178.000	0.085	1.000	N	0.035
17634	17635	b3573	b3574	yiaI	yiaJ	FALSE	0.234	102.000	0.400	1.000	N	0.077
17636	17637	b3575	b3576	yiaK	yiaL	TRUE	0.892	12.000	0.000	NA	N	0.398
17637	17638	b3576	b3577	yiaL	yiaM	FALSE	0.327	118.000	0.000	NA	Y	0.275
17638	1937061	b3577	b3578	yiaM	yiaN	TRUE	0.994	3.000	0.864	NA	Y	0.329
1937061	17640	b3578	b3579	yiaN	yiaO	TRUE	0.964	13.000	0.000	1.000	Y	0.379
17640	17641	b3579	b3580	yiaO	lyxK	TRUE	0.991	4.000	0.000	1.000	Y	0.555
17641	17642	b3580	b3581	lyxK	sgbH	TRUE	0.997	-3.000	0.900	1.000	Y	0.513
17642	17643	b3581	b3582	sgbH	sgbU	TRUE	0.993	-7.000	0.360	1.000	Y	0.538
17643	17644	b3582	b3583	sgbU	sgbE	TRUE	0.987	-6.000	0.200	1.000	Y	0.470
17647	17648	b3586	b3587	yiaV	yiaW	TRUE	0.735	6.000	0.000	NA		0.270
17648	17649	b3587	b3588	yiaW	aldB	FALSE	0.071	545.000	0.000	NA		0.468
17649	1937064	b3588	b3589	aldB	yiaY	FALSE	0.281	165.000	0.032	0.046	Y	0.195
1937064	17651	b3589	b3590	yiaY	selB	FALSE	0.003	190.000	0.015	1.000	N	-0.004
17651	17652	b3590	b3591	selB	selA	TRUE	0.995	-3.000	0.569	0.000	N	0.494
17652	17653	b3591	b3592	selA	yibF	FALSE	0.008	98.000	0.040	1.000	N	0.109
17654	17655	b3593	b3594	rhsA	yibA	FALSE	0.093	21.000	0.000	NA	N	0.172
17655	1937065	b3594	b3595	yibA	yibJ	FALSE	0.250	42.000	0.000	NA		0.261
1937065	17657	b3595	b3596	yibJ	yibG	TRUE	0.911	12.000	0.000	NA		0.413
17657	3446225	b3596	b4650	yibG	yibS	TRUE	0.867	1.000	0.000	NA		NA
3446225	3446227	b4650	b4651	yibS	yibW	TRUE	0.867	2.000	0.000	NA		NA
3446227	3446228	b4651	b4615	yibW	yibV	FALSE	0.164	89.000	0.000	NA		NA
3446228	3446230	b4615	b4652	yibV	yibU	FALSE	0.492	165.000	0.000	NA		0.778
17658	17659	b3597	b3598	yibH	yibI	TRUE	0.994	3.000	0.556	NA		0.592
17660	17661	b3599	b3600	mtlA	mtlD	TRUE	0.702	230.000	0.292	1.000	Y	0.685
17661	17662	b3600	b3601	mtlD	mtlR	TRUE	0.988	0.000	0.230	NA	N	0.598
17663	17664	b3602	b3603	yibL	lldP	FALSE	0.001	372.000	0.000	NA		0.019
17664	17665	b3603	b3604	lldP	lldR	TRUE	0.997	0.000	0.652	1.000	N	0.772
17665	17666	b3604	b3605	lldR	lldD	TRUE	0.991	-3.000	0.309	1.000	N	0.685
17666	17667	b3605	b3606	lldD	yibK	FALSE	0.003	198.000	0.020	1.000	N	0.157
17668	17669	b3607	b3608	cysE	gpsA	TRUE	0.775	80.000	0.429	1.000	N	0.502
17669	17670	b3608	b3609	gpsA	secB	TRUE	0.990	0.000	0.206	1.000	N	0.662
17670	17671	b3609	b3610	secB	grxC	TRUE	0.813	63.000	0.038	1.000	N	0.799
17671	17672	b3610	b3611	grxC	yibN	FALSE	0.544	142.000	0.048	NA	N	0.742
17673	17674	b3612	b3613	gpmI	yibP	TRUE	0.828	34.000	0.170	1.000	N	0.405
17674	17675	b3613	b3614	yibP	yibQ	TRUE	0.979	4.000	0.088	1.000		0.538
17676	17677	b3615	b3616	yibD	tdh	FALSE	0.002	239.000	0.000	NA	N	0.021
17677	17678	b3616	b3617	tdh	kbl	TRUE	0.995	10.000	0.547	1.000	N	0.798
17678	17679	b3617	b3618	kbl	htrL	FALSE	0.022	275.000	0.000	NA		0.290
17680	17681	b3619	b3620	rfaD	rfaF	TRUE	0.995	10.000	0.146	1.000	Y	0.697
17681	17682	b3620	b3621	rfaF	rfaC	TRUE	0.998	4.000	0.205	0.001	Y	0.720
17682	17683	b3621	b3622	rfaC	rfaL	TRUE	0.991	10.000	0.024	NA	Y	0.609
17684	17685	b3623	b3624	rfaK	rfaZ	TRUE	0.934	33.000	0.000	NA		0.776
17685	17686	b3624	b3625	rfaZ	rfaY	TRUE	0.838	71.000	0.214	NA		0.749
17686	17687	b3625	b3626	rfaY	rfaJ	TRUE	0.989	18.000	0.375	1.000		0.854
17687	17688	b3626	b3627	rfaJ	rfaI	TRUE	0.995	40.000	0.833	0.001	Y	0.808
17688	17689	b3627	b3628	rfaI	rfaB	TRUE	0.996	0.000	0.167	1.000	Y	0.764
17689	17690	b3628	b3629	rfaB	rfaS	TRUE	0.901	44.000	0.111	NA		0.664
17690	17691	b3629	b3630	rfaS	rfaP	TRUE	0.910	37.000	0.000	NA		0.693
17691	17692	b3630	b3631	rfaP	rfaG	TRUE	0.978	-7.000	0.000	1.000		0.811
17692	17693	b3631	b3632	rfaG	rfaQ	TRUE	0.995	-3.000	0.079	1.000	Y	0.815
17694	17695	b3633	b3634	kdtA	coaD	TRUE	0.931	8.000	0.020	1.000	N	0.414
17696	17697	b3635	b3636	mutM	rpmG	FALSE	0.200	98.000	0.034	1.000	N	0.360
17697	17698	b3636	b3637	rpmG	rpmB	TRUE	0.996	21.000	0.332	0.011	Y	0.915
17698	17699	b3637	b3638	rpmB	radC	FALSE	0.252	217.000	0.002	1.000	N	0.581
17700	17701	b3639	b3640	dfp	dut	TRUE	0.983	-19.000	0.201	1.000	N	0.865
17701	17702	b3640	b3641	dut	ttk	TRUE	0.673	107.000	0.060	1.000	N	0.791
17703	17704	b3642	b3643	pyrE	rph	FALSE	0.179	95.000	0.022	1.000	N	0.351
17705	17706	b3644	b3645	yicC	dinD	FALSE	0.002	221.000	0.000	NA		0.029
17706	17707	b3645	b3646	dinD	yicG	FALSE	0.009	290.000	0.000	NA		0.239
17709	17710	b3648	b3649	gmk	rpoZ	TRUE	0.934	55.000	0.471	1.000	N	0.662
17710	17711	b3649	b3650	rpoZ	spoT	TRUE	0.992	19.000	0.291	1.000	Y	0.653
17711	17712	b3650	b3651	spoT	trmH	TRUE	0.988	7.000	0.095	1.000	N	0.767
17712	17713	b3651	b3652	trmH	recG	TRUE	0.988	6.000	0.076	1.000	N	0.756
17715	17716	b3654	b3655	yicE	yicH	FALSE	0.058	121.000	0.257	NA		-0.098
17717	17718	b3656	b3657	yicI	yicJ	TRUE	0.920	10.000	0.000	1.000	Y	0.134
1937077	3446232	b3658	b4653	selC	yicT	FALSE	0.054	109.000	0.000	NA		0.257
3446232	17719	b4653	b3659	yicT	setC	FALSE	0.063	397.000	0.000	NA		0.434
17719	17720	b3659	b3660	setC	yicL	FALSE	0.331	111.000	0.000	0.072	Y	0.113
17722	17723	b3662	b3663	nepI	yicN	FALSE	0.074	211.000	0.250	NA		0.203
17723	17724	b3663	b3664	yicN	yicO	FALSE	0.024	53.000	0.000	NA		0.037
17726	17727	b3666	b3667	uhpT	uhpC	FALSE	0.307	138.000	0.000	0.049	Y	0.134
17727	17728	b3667	b3668	uhpC	uhpB	TRUE	0.979	10.000	0.000	0.072	N	0.525
17728	17729	b3668	b3669	uhpB	uhpA	TRUE	0.980	0.000	0.000	0.012	Y	0.311
17729	17730	b3669	b3670	uhpA	ilvN	FALSE	0.026	76.000	0.118	1.000		0.068
17730	17731	b3670	b3671	ilvN	ilvB	TRUE	0.998	4.000	0.649	0.001		0.821
17731	17732	b3671	b3672	ilvB	ivbL	FALSE	0.525	106.000	0.216	NA		0.460
17732	3446233	b3672	b4616	ivbL	istR	FALSE	0.005	130.000	0.000	NA		-0.086
3446235	17733	b4618	b3673	tisB	emrD	FALSE	0.002	280.000	0.000	NA		-0.085
17734	17735	b3674	b3675	yidF	yidG	TRUE	0.893	-3.000	0.429	NA		0.009
17735	17736	b3675	b3676	yidG	yidH	TRUE	0.948	-10.000	0.571	NA		0.293
17738	17739	b3678	b3679	yidJ	yidK	TRUE	0.953	-3.000	0.235	1.000		0.359
1937084	1937086	b4556	b3683	glvG	glvC	TRUE	0.987	0.000	0.000	NA		0.783
17744	17745	b3685	b3686	yidE	ibpB	FALSE	0.044	196.000	0.000	NA		0.305
17745	17746	b3686	b3687	ibpB	ibpA	TRUE	0.845	112.000	0.099	NA	Y	0.858
17750	1937093	b3691	b4478	dgoT	dgoD	TRUE	0.693	120.000	0.192	1.000	N	0.698
1937093	1937094	b4478	b4477	dgoD	dgoA	TRUE	0.977	-3.000	0.385	0.018	N	NA
1937094	17752	b4477	b3693	dgoA	dgoK	TRUE	0.988	-16.000	0.909	1.000	Y	NA
17752	1937095	b3693	b4479	dgoK	dgoR	TRUE	0.994	-3.000	0.733	1.000	N	0.572
17756	17757	b3697	b3698	yidA	yidB	FALSE	0.006	115.000	0.000	NA		-0.430
17757	1937098	b3698	b3699	yidB	gyrB	FALSE	0.002	240.000	0.000	NA		-0.151
1937098	17759	b3699	b3700	gyrB	recF	TRUE	0.992	29.000	0.249	0.003	Y	0.722
17759	17760	b3700	b3701	recF	dnaN	TRUE	0.997	0.000	0.318	1.000	Y	0.636
17760	17761	b3701	b3702	dnaN	dnaA	TRUE	0.997	5.000	0.328	1.000	Y	0.625
17762	17763	b3703	b3704	rpmH	rnpA	TRUE	0.994	17.000	0.787	1.000		0.905
17763	1937099	b3704	b4557	rnpA	yidD	TRUE	0.990	-36.000	0.540	NA		0.977
1937099	17765	b4557	b3705	yidD	yidC	TRUE	0.996	3.000	0.461	NA		0.912
17765	17766	b3705	b3706	yidC	trmE	FALSE	0.494	106.000	0.221	1.000		0.431
17766	17767	b3706	b3707	trmE	tnaC	FALSE	0.002	243.000	0.000	1.000		-0.088
17767	17768	b3707	b3708	tnaC	tnaA	FALSE	0.409	221.000	0.077	1.000		0.785
17768	17769	b3708	b3709	tnaA	tnaB	TRUE	0.865	91.000	0.154	1.000	Y	0.652
17769	17770	b3709	b3710	tnaB	mdtL	FALSE	0.011	132.000	0.000	1.000	N	0.196
17770	17771	b3710	b3711	mdtL	yidZ	TRUE	0.969	-25.000	0.526	1.000	N	0.436
17771	17772	b3711	b3712	yidZ	yieE	FALSE	0.038	157.000	0.114	1.000	N	0.172
17772	17773	b3712	b3713	yieE	yieF	TRUE	0.803	22.000	0.074	NA		0.373
17775	17776	b3715	b3716	yieH	yieI	FALSE	0.014	67.000	0.000	NA		0.100
17776	17777	b3716	b3717	yieI	cbrC	TRUE	0.889	49.000	0.000	NA		0.836
1937101	17779	b3718	b3719	yieK	yieL	TRUE	0.600	15.000	0.080	1.000	N	0.207
